auction_name,recipe,num_of_agents,mean_optimal_count,mean_auction_count,count_ratio,mean_optimal_gft,mean_auction_gft,gft_ratio
McAfee,1:1,2,1.0,0.58,58.05,402.72,309.37,76.82
McAfee,1:1,3,1.52,1.1,72.17,644.69,568.92,88.25
McAfee,1:1,4,1.99,1.55,77.93,884.53,813.88,92.01
McAfee,1:1,5,2.5,2.06,82.22,1140.88,1079.14,94.59
McAfee,1:1,10,5.03,4.55,90.47,2394.48,2354.32,98.32
